time,.layout.dim,.layout.data_offset,.data
2025/04/18/02:29:21.430927,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.431072,[],0,"(41602, -57, -62, -57, -59)"
2025/04/18/02:29:21.431201,[],0,"(41628, -56, -60, -62, -58)"
2025/04/18/02:29:21.431221,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.431233,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.431244,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.431370,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.431539,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.431663,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.431772,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.530505,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.530807,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.531006,[],0,"(41602, -56, -62, -56, -58)"
2025/04/18/02:29:21.531135,[],0,"(41341, -53, -49, -50, -50)"
2025/04/18/02:29:21.531140,[],0,"(41628, -50, -53, -55, -52)"
2025/04/18/02:29:21.531250,[],0,"(41628, -56, -60, -62, -59)"
2025/04/18/02:29:21.531254,[],0,"(41628, -56, -60, -62, -58)"
2025/04/18/02:29:21.531342,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.531466,[],0,"(41628, -56, -60, -62, -59)"
2025/04/18/02:29:21.531477,[],0,"(41628, -56, -61, -62, -59)"
2025/04/18/02:29:21.531482,[],0,"(41628, -56, -60, -62, -59)"
2025/04/18/02:29:21.531586,[],0,"(41628, -56, -60, -62, -59)"
2025/04/18/02:29:21.531590,[],0,"(41628, -57, -60, -62, -59)"
2025/04/18/02:29:21.630685,[],0,"(41628, -57, -61, -63, -58)"
2025/04/18/02:29:21.630992,[],0,"(41628, -57, -60, -62, -58)"
2025/04/18/02:29:21.631103,[],0,"(41602, -56, -61, -56, -58)"
